Right Knee,Left Knee,Right Ankle,Left Ankle,Right Heel,Left Heel,Right Foot Index,Left Foot Index,Pose ID
"(0.5464071035385132, 0.3264794945716858, 0.12268996983766556, 0.9998264312744141, 0.9999977350234985)","(0.5691487193107605, 0.31539371609687805, -0.12290060520172119, 0.9998446702957153, 0.9999867677688599)","(0.618095338344574, 0.4028092622756958, 0.2699430286884308, 0.559515655040741, 0.9999958276748657)","(0.6631916165351868, 0.37607723474502563, -0.04739737510681152, 0.9122958779335022, 0.9999358654022217)","(0.6775977611541748, 0.4708614647388458, 0.3791463375091553, 0.6568691730499268, 0.9997709393501282)","(0.6256288290023804, 0.3983360826969147, 0.14302277565002441, 0.8301081657409668, 0.999871015548706)","(0.6835759282112122, 0.48571261763572693, 0.3864322900772095, 0.7374981045722961, 0.9990572333335876)","(0.6074222922325134, 0.3993070423603058, 0.16895373165607452, 0.7945374250411987, 0.9998883008956909)",34
"(0.5483936667442322, 0.3252875506877899, 0.11908680200576782, 0.9998435974121094, 1.0)","(0.5782411694526672, 0.3119840919971466, -0.11963137239217758, 0.9998600482940674, 0.9999998807907104)","(0.6200315356254578, 0.3967560827732086, 0.26218897104263306, 0.5742737054824829, 0.9999984502792358)","(0.6678579449653625, 0.3767189681529999, -0.08012109994888306, 0.9208369851112366, 0.9999982118606567)","(0.6847321391105652, 0.47885850071907043, 0.3304238021373749, 0.6764674186706543, 0.9999597072601318)","(0.7507804036140442, 0.4595072865486145, -0.06352914869785309, 0.8465237021446228, 0.9999740123748779)","(0.6881124377250671, 0.49219807982444763, 0.33265385031700134, 0.753122091293335, 0.9998602867126465)","(0.7530890107154846, 0.47826582193374634, -0.06214757636189461, 0.8142886161804199, 0.9999654293060303)",34
"(0.549346387386322, 0.3202401399612427, 0.12006517499685287, 0.9998572468757629, 0.9999990463256836)","(0.5718837976455688, 0.3096812665462494, -0.12034349888563156, 0.9998708367347717, 0.9999966621398926)","(0.6213501691818237, 0.3936651647090912, 0.2579324543476105, 0.5816076397895813, 0.9999911785125732)","(0.652156412601471, 0.3664592206478119, 0.011975137516856194, 0.9253962635993958, 0.9999561309814453)","(0.6767614483833313, 0.476767897605896, 0.31121009588241577, 0.695387601852417, 0.9999589920043945)","(0.7230100631713867, 0.4155213236808777, 0.10408404469490051, 0.8599854707717896, 0.9998915195465088)","(0.67769455909729, 0.49176791310310364, 0.31407424807548523, 0.7610852718353271, 0.9998576641082764)","(0.7223415970802307, 0.4360201060771942, 0.11069643497467041, 0.8286609649658203, 0.9999003410339355)",34
"(0.5485010743141174, 0.3197970986366272, 0.12154741585254669, 0.9998700022697449, 0.9999991655349731)","(0.5705586075782776, 0.3086993992328644, -0.12176644802093506, 0.9998822808265686, 0.9999984502792358)","(0.6196010112762451, 0.3929429054260254, 0.21822497248649597, 0.6059979796409607, 0.9999911785125732)","(0.6502951979637146, 0.3607836961746216, -0.005365430843085051, 0.9321029782295227, 0.9999773502349854)","(0.6771103739738464, 0.47737470269203186, 0.2972610890865326, 0.721655547618866, 0.9999556541442871)","(0.7231267690658569, 0.41011545062065125, 0.08985473960638046, 0.8735635280609131, 0.9999302625656128)","(0.6784840822219849, 0.4930819571018219, 0.3012017607688904, 0.7788244485855103, 0.999816358089447)","(0.7217950820922852, 0.42864710092544556, 0.09781759977340698, 0.8446075916290283, 0.9999271631240845)",34
"(0.5496972799301147, 0.3133556544780731, 0.12357830256223679, 0.999882698059082, 0.9999998807907104)","(0.580481767654419, 0.3018072545528412, -0.12376705557107925, 0.9998935461044312, 0.9999996423721313)","(0.6183007955551147, 0.39434996247291565, 0.2878103256225586, 0.6436306238174438, 0.9999995231628418)","(0.6662936806678772, 0.27137491106987, 0.05153496935963631, 0.9386199712753296, 0.999998927116394)","(0.6740558743476868, 0.47870340943336487, 0.46953150629997253, 0.7492055296897888, 0.9999877214431763)","(0.7473564147949219, 0.2780851721763611, 0.2623504102230072, 0.8858560919761658, 0.9999970197677612)","(0.6746771931648254, 0.4970260262489319, 0.48520055413246155, 0.8004289865493774, 0.9999388456344604)","(0.7540332674980164, 0.2896394431591034, 0.2839778661727905, 0.8596460223197937, 0.9999970197677612)",34
"(0.41841578483581543, 0.487032413482666, 0.07502805441617966, 0.9937769770622253, 0.9999988079071045)","(0.44626060128211975, 0.48764488101005554, -0.07524070888757706, 0.9901517629623413, 0.9999972581863403)","(0.4984116554260254, 0.5433584451675415, 0.17664019763469696, 0.7254860997200012, 0.9999572038650513)","(0.5134490132331848, 0.5413905382156372, -0.0424579419195652, 0.9044277667999268, 0.9999277591705322)","(0.4847104251384735, 0.5809721350669861, 0.2977658212184906, 0.8085539937019348, 0.9999574422836304)","(0.5232194066047668, 0.6148190498352051, 0.05725574865937233, 0.8571652173995972, 0.9997411370277405)","(0.4800567924976349, 0.5838794112205505, 0.30827564001083374, 0.8790756464004517, 0.9999086856842041)","(0.5227917432785034, 0.6290440559387207, 0.0695851594209671, 0.8671366572380066, 0.9997113347053528)",35
"(0.43184909224510193, 0.48993101716041565, 0.11421571671962738, 0.994397759437561, 0.999997615814209)","(0.45241057872772217, 0.4945051670074463, -0.11448937654495239, 0.9911336898803711, 0.999984860420227)","(0.5278496742248535, 0.5260920524597168, 0.16729797422885895, 0.6681478023529053, 0.9999618530273438)","(0.5339272618293762, 0.5287966132164001, -0.10478972643613815, 0.9001173377037048, 0.9996449947357178)","(0.535165011882782, 0.6076138019561768, 0.16607262194156647, 0.7959399819374084, 0.9999167919158936)","(0.5401141047477722, 0.6161054968833923, -0.06964489072561264, 0.8632358312606812, 0.9993453621864319)","(0.5239018201828003, 0.631324827671051, 0.15967006981372833, 0.8617291450500488, 0.9997062087059021)","(0.5315988063812256, 0.6371777057647705, -0.06769723445177078, 0.8638686537742615, 0.9992319345474243)",35
"(0.42844071984291077, 0.4940493702888489, 0.0821765884757042, 0.9949566125869751, 0.9999983310699463)","(0.4581150710582733, 0.49586376547813416, -0.08252281695604324, 0.9920181632041931, 0.9999949932098389)","(0.513613760471344, 0.5429424047470093, 0.18814030289649963, 0.6814945340156555, 0.9999873638153076)","(0.5445674061775208, 0.5195061564445496, 0.07464495301246643, 0.8996296525001526, 0.9999560117721558)","(0.5336689352989197, 0.6327934265136719, 0.24815532565116882, 0.8114827275276184, 0.9998492002487183)","(0.5863319039344788, 0.5903623104095459, 0.2520383298397064, 0.8697522878646851, 0.9997994303703308)","(0.529719352722168, 0.6522589325904846, 0.24948281049728394, 0.8690469264984131, 0.9994007349014282)","(0.5788457989692688, 0.6007973551750183, 0.26964840292930603, 0.8684308528900146, 0.9997990727424622)",35
"(0.4261576235294342, 0.4950738847255707, 0.08326844125986099, 0.9954597353935242, 0.9999992847442627)","(0.4559537470340729, 0.497624933719635, -0.08349867910146713, 0.9928146600723267, 0.999997615814209)","(0.5109620690345764, 0.5420332551002502, 0.28015226125717163, 0.6714312434196472, 0.9999958276748657)","(0.5403772592544556, 0.5126974582672119, 0.0974261462688446, 0.8819616436958313, 0.9999834299087524)","(0.5321438312530518, 0.6314578056335449, 0.4100340008735657, 0.8177318572998047, 0.9999581575393677)","(0.5765286087989807, 0.579497218132019, 0.3276861906051636, 0.862486720085144, 0.9999500513076782)","(0.530535876750946, 0.6512817740440369, 0.41902661323547363, 0.8651423454284668, 0.9998536109924316)","(0.5716904401779175, 0.5943930745124817, 0.35097774863243103, 0.856072723865509, 0.9999552965164185)",35
"(0.4303455054759979, 0.49531057476997375, 0.08677630871534348, 0.9959121346473694, 0.9999983310699463)","(0.45622798800468445, 0.49980923533439636, -0.08693923056125641, 0.9935322999954224, 0.9999979734420776)","(0.5140436291694641, 0.5298652052879333, 0.32248345017433167, 0.611403226852417, 0.9999897480010986)","(0.5333054661750793, 0.5344946980476379, 0.03534172475337982, 0.8845564723014832, 0.9999839067459106)","(0.5781074166297913, 0.549970805644989, 0.5192646384239197, 0.7724567651748657, 0.9999803304672241)","(0.5522423982620239, 0.6210400462150574, 0.22928737103939056, 0.8680394887924194, 0.9999397993087769)","(0.5785060524940491, 0.5626078844070435, 0.5359642505645752, 0.8237943649291992, 0.9999576807022095)","(0.5545139908790588, 0.641535222530365, 0.2378975749015808, 0.8476459383964539, 0.9999306201934814)",35
"(0.5172520875930786, 0.5086267590522766, 0.10967942327260971, 0.9999531507492065, 0.9999996423721313)","(0.576209306716919, 0.4913259744644165, -0.10993920266628265, 0.9999672174453735, 0.9999996423721313)","(0.5877920985221863, 0.6188050508499146, 0.35816580057144165, 0.7865684628486633, 0.999996542930603)","(0.668759286403656, 0.5771527886390686, 0.08687366545200348, 0.9406274557113647, 0.9999971389770508)","(0.635181725025177, 0.7530456185340881, 0.5181004405021667, 0.8522641658782959, 0.9999874830245972)","(0.7370802760124207, 0.724318265914917, 0.25194206833839417, 0.8898826837539673, 0.9999890327453613)","(0.6351593732833862, 0.7768526077270508, 0.5253494381904602, 0.9014891386032104, 0.9999611377716064)","(0.7354016900062561, 0.7545760273933411, 0.3184114992618561, 0.8887577056884766, 0.9999861717224121)",36
"(0.5218592882156372, 0.5115432739257812, 0.10904742777347565, 0.999956488609314, 0.9999994039535522)","(0.5780156850814819, 0.49473249912261963, -0.10930030047893524, 0.9999699592590332, 0.9999996423721313)","(0.5888473987579346, 0.6194677352905273, 0.3602733314037323, 0.7864529490470886, 0.9999921321868896)","(0.6690854430198669, 0.5771175026893616, 0.055089760571718216, 0.9463504552841187, 0.9999973773956299)","(0.6363285779953003, 0.7547502517700195, 0.4973576068878174, 0.8624669313430786, 0.9999818801879883)","(0.7389752864837646, 0.7274664640426636, 0.11440634727478027, 0.9006928205490112, 0.9999904632568359)","(0.6397029757499695, 0.7786357402801514, 0.5029767751693726, 0.9064523577690125, 0.9999468326568604)","(0.7380568981170654, 0.7561031579971313, 0.11955774575471878, 0.8993189930915833, 0.9999868869781494)",36
"(0.519020676612854, 0.5133628845214844, 0.1404976099729538, 0.9999561905860901, 0.999995231628418)","(0.5742835998535156, 0.49694228172302246, -0.1408819705247879, 0.9999708533287048, 0.9999972581863403)","(0.5890518426895142, 0.6187520623207092, 0.2972104549407959, 0.7805787324905396, 0.9999371767044067)","(0.6564783453941345, 0.5747891664505005, 0.012140827253460884, 0.9444139003753662, 0.999951958656311)","(0.6343043446540833, 0.7572928071022034, 0.34575843811035156, 0.8684676289558411, 0.9997183680534363)","(0.7054858207702637, 0.6484023332595825, 0.1267397552728653, 0.9013955593109131, 0.9998605251312256)","(0.6361387968063354, 0.7809097766876221, 0.3446865677833557, 0.907867968082428, 0.9990467429161072)","(0.7037535905838013, 0.6844202876091003, 0.14373324811458588, 0.8960922360420227, 0.999850869178772)",36
"(0.51788729429245, 0.49352899193763733, 0.13049256801605225, 0.9999551177024841, 0.9999978542327881)","(0.5682356357574463, 0.4848352074623108, -0.1307811290025711, 0.9999658465385437, 0.9999946355819702)","(0.5798273086547852, 0.6185481548309326, 0.2985624372959137, 0.7738677263259888, 0.9999946355819702)","(0.6640036106109619, 0.48613473773002625, 0.09112776070833206, 0.8912612199783325, 0.9999746084213257)","(0.6289163827896118, 0.7642260789871216, 0.3717127740383148, 0.8743321299552917, 0.9999054670333862)","(0.6317188143730164, 0.5835213661193848, 0.3768048584461212, 0.8513656258583069, 0.9999611377716064)","(0.6275507807731628, 0.7905406951904297, 0.3739612400531769, 0.9072633981704712, 0.999640703201294)","(0.6144483089447021, 0.598934531211853, 0.40629109740257263, 0.8447942733764648, 0.999966025352478)",36
"(0.5159969329833984, 0.48187270760536194, 0.1097719669342041, 0.9999494552612305, 0.9999942779541016)","(0.5660779476165771, 0.47689691185951233, -0.10990480333566666, 0.9999523162841797, 0.9999878406524658)","(0.5700522065162659, 0.6252978444099426, 0.298208624124527, 0.7626381516456604, 0.9999665021896362)","(0.6223161816596985, 0.5080482959747314, 0.0992046594619751, 0.8297954797744751, 0.9998247027397156)","(0.6186404228210449, 0.7693262696266174, 0.3786652386188507, 0.8733791708946228, 0.9994946718215942)","(0.6232170462608337, 0.5432571172714233, 0.45541447401046753, 0.7754488587379456, 0.9998117089271545)","(0.6192321181297302, 0.7937707304954529, 0.381076455116272, 0.9014849066734314, 0.9982390403747559)","(0.6168960332870483, 0.5433454513549805, 0.4946037530899048, 0.7784181833267212, 0.9998729228973389)",36
"(0.4557783305644989, 0.6001560091972351, 0.08616535365581512, 0.9972931742668152, 0.9999966621398926)","(0.514548659324646, 0.5951381325721741, -0.08654648810625076, 0.9978303909301758, 0.9999957084655762)","(0.546332836151123, 0.7082924842834473, 0.20230931043624878, 0.7217004299163818, 0.9997913241386414)","(0.61395263671875, 0.6704786419868469, -0.048658255487680435, 0.8590126633644104, 0.9998838901519775)","(0.5462931990623474, 0.8674689531326294, 0.12349128723144531, 0.8093759417533875, 0.9993077516555786)","(0.5597501397132874, 0.7538200616836548, -0.059707701206207275, 0.7925373911857605, 0.9993236064910889)","(0.5391961932182312, 0.8919057250022888, 0.11308933049440384, 0.924970805644989, 0.9977649450302124)","(0.5401363968849182, 0.7426854372024536, -0.05905424430966377, 0.8743294477462769, 0.9990247488021851)",37
"(0.4887886643409729, 0.6019444465637207, 0.11511235684156418, 0.9975625276565552, 0.9999983310699463)","(0.552291214466095, 0.5921705961227417, -0.11557202786207199, 0.998046338558197, 0.9999982118606567)","(0.5549542903900146, 0.7076342701911926, 0.2879295349121094, 0.7488887310028076, 0.9999731779098511)","(0.6649089455604553, 0.6596673727035522, -0.03293486312031746, 0.8730512857437134, 0.9999890327453613)","(0.5459681153297424, 0.8767780661582947, 0.22232958674430847, 0.8281259536743164, 0.9996591806411743)","(0.6559804677963257, 0.835462749004364, -0.11333484947681427, 0.8131865859031677, 0.9997000694274902)","(0.5404139757156372, 0.8997268676757812, 0.2121988981962204, 0.9322513341903687, 0.9985539317131042)","(0.6364750266075134, 0.8676407933235168, -0.12051697820425034, 0.8866479992866516, 0.9993282556533813)",37
"(0.4989961087703705, 0.5812005996704102, 0.10407254099845886, 0.9978057742118835, 0.9999991655349731)","(0.5549562573432922, 0.564484179019928, -0.10459529608488083, 0.9982408881187439, 0.9999985694885254)","(0.5805301666259766, 0.7092803120613098, 0.06162985786795616, 0.7739794850349426, 0.9999873638153076)","(0.64982670545578, 0.6416114568710327, 0.03204561024904251, 0.8857365250587463, 0.9999725818634033)","(0.5402710437774658, 0.8730435967445374, -0.08178527653217316, 0.8452991843223572, 0.9998751878738403)","(0.7093703746795654, 0.7552770972251892, 0.037096019834280014, 0.8318338990211487, 0.9997407793998718)","(0.5272883772850037, 0.8949806690216064, -0.09831032156944275, 0.9390172958374023, 0.9995355606079102)","(0.7040982246398926, 0.7854393720626831, 0.03897411748766899, 0.8979562520980835, 0.9997361302375793)",37
"(0.5292665958404541, 0.5820711255073547, 0.1058444008231163, 0.9980249404907227, 0.9999994039535522)","(0.5702316761016846, 0.5735555291175842, -0.10625867545604706, 0.9984164834022522, 0.9999988079071045)","(0.5957159399986267, 0.7255611419677734, 0.1131388396024704, 0.7965081334114075, 0.9999858140945435)","(0.6563960909843445, 0.6517056822776794, 0.08996085822582245, 0.8970357179641724, 0.9999281167984009)","(0.5381813645362854, 0.8561350703239441, 0.09285945445299149, 0.8606849908828735, 0.9999210834503174)","(0.7064436078071594, 0.7281978130340576, 0.284125417470932, 0.8483486175537109, 0.9998290538787842)","(0.5165233612060547, 0.8620667457580566, 0.0917990580201149, 0.9450137615203857, 0.9997370839118958)","(0.7083771824836731, 0.7487495541572571, 0.3055534064769745, 0.9078259468078613, 0.9998856782913208)",37
"(0.5249209403991699, 0.5827270746231079, 0.10466987639665604, 0.9982219338417053, 0.9999986886978149)","(0.5670062303543091, 0.574611485004425, -0.10505197942256927, 0.9985742568969727, 0.9999979734420776)","(0.5982811450958252, 0.7260861992835999, 0.10634401440620422, 0.8167064785957336, 0.9999719858169556)","(0.6558200120925903, 0.6483553051948547, 0.05072706937789917, 0.9072775840759277, 0.9999463558197021)","(0.5379102826118469, 0.8551493287086487, 0.11123741418123245, 0.8745123744010925, 0.9999136924743652)","(0.7067732214927673, 0.7312095165252686, 0.21027246117591858, 0.8633570671081543, 0.99988853931427)","(0.5142850875854492, 0.8586623072624207, 0.1091853454709053, 0.9503982663154602, 0.9997554421424866)","(0.709388792514801, 0.7527937889099121, 0.22804231941699982, 0.9168896675109863, 0.9999206066131592)",37
"(0.46432119607925415, 0.6364102959632874, 0.031961262226104736, 0.9999773502349854, 0.9999932050704956)","(0.5183372497558594, 0.6220783591270447, -0.0322745218873024, 0.9999827742576599, 0.9999926090240479)","(0.5422529578208923, 0.7544640898704529, 0.21739408373832703, 0.7238284945487976, 0.9999349117279053)","(0.5898953080177307, 0.705690860748291, 0.09223253279924393, 0.8475657105445862, 0.9999145269393921)","(0.6118070483207703, 0.8741239309310913, 0.2534853518009186, 0.8004620671272278, 0.9995786547660828)","(0.5695370435714722, 0.7410811185836792, 0.2714700400829315, 0.7783799171447754, 0.9997510313987732)","(0.6225768327713013, 0.8911838531494141, 0.25395745038986206, 0.8873482942581177, 0.9986806511878967)","(0.5611370205879211, 0.7499719858169556, 0.29267239570617676, 0.8208796977996826, 0.9997158646583557)",38
"(0.47047188878059387, 0.6599560379981995, 0.09216033667325974, 0.9999780058860779, 0.9999994039535522)","(0.526191771030426, 0.6442893743515015, -0.0924941822886467, 0.9999838471412659, 0.9999996423721313)","(0.5547740459442139, 0.7532868981361389, 0.24904471635818481, 0.7026900053024292, 0.9999767541885376)","(0.6374711990356445, 0.707561194896698, -0.1074603721499443, 0.8567985892295837, 0.9999947547912598)","(0.6125245094299316, 0.8741535544395447, 0.2589794397354126, 0.7971333861351013, 0.9999576807022095)","(0.6480178236961365, 0.8620434403419495, -0.13334472477436066, 0.7951596975326538, 0.9999582767486572)","(0.613138735294342, 0.8926816582679749, 0.2561037540435791, 0.8836337327957153, 0.9998792409896851)","(0.6367113590240479, 0.8864046335220337, -0.1347360461950302, 0.8320003747940063, 0.9999262094497681)",38
"(0.47180846333503723, 0.6632757782936096, 0.08604089915752411, 0.9999719858169556, 0.999996542930603)","(0.5256443023681641, 0.6485680341720581, -0.08677444607019424, 0.9999822378158569, 0.9999983310699463)","(0.5570804476737976, 0.7512387037277222, 0.33765876293182373, 0.6597583293914795, 0.999931812286377)","(0.6264644265174866, 0.7037758827209473, 0.10002868622541428, 0.8423928618431091, 0.9999797344207764)","(0.6118118762969971, 0.874834418296814, 0.47810882329940796, 0.7740433216094971, 0.9998841285705566)","(0.678331732749939, 0.8410869240760803, 0.266475111246109, 0.7912849187850952, 0.9999102354049683)","(0.613341212272644, 0.8996685743331909, 0.48795101046562195, 0.8619078993797302, 0.999724805355072)","(0.6802283525466919, 0.8640888333320618, 0.2836352288722992, 0.8308631777763367, 0.9999022483825684)",38
"(0.47071751952171326, 0.6511936187744141, 0.07975196093320847, 0.9999664425849915, 0.9999958276748657)","(0.5116631388664246, 0.6469722986221313, -0.08013060688972473, 0.9999811053276062, 0.999996542930603)","(0.5700802206993103, 0.6768634915351868, 0.12280157953500748, 0.6066368222236633, 0.9998339414596558)","(0.5714996457099915, 0.7065607309341431, -0.11699973791837692, 0.8139162063598633, 0.9999070167541504)","(0.6410492658615112, 0.7307313680648804, 0.04706769809126854, 0.7326815128326416, 0.9998817443847656)","(0.6149677634239197, 0.8691927194595337, -0.16424521803855896, 0.7766711115837097, 0.9996129870414734)","(0.6397040486335754, 0.7479175329208374, 0.03485427051782608, 0.8384443521499634, 0.9997318387031555)","(0.6083608865737915, 0.8945395946502686, -0.16990965604782104, 0.8139093518257141, 0.9994162321090698)",38
"(0.45451855659484863, 0.6356537342071533, 0.10803530365228653, 0.9999635219573975, 0.999996542930603)","(0.49337947368621826, 0.6450546979904175, -0.10827340185642242, 0.9999812245368958, 0.9999971389770508)","(0.5622726082801819, 0.6575753092765808, 0.26722052693367004, 0.5547319650650024, 0.9998823404312134)","(0.5737479329109192, 0.7160109281539917, -0.15681041777133942, 0.8205172419548035, 0.9999547004699707)","(0.6192817091941833, 0.7113699316978455, 0.26608145236968994, 0.7027432918548584, 0.9999324083328247)","(0.5859305262565613, 0.8660582304000854, -0.22376838326454163, 0.7907720804214478, 0.9997760653495789)","(0.6126225590705872, 0.7359482049942017, 0.26128920912742615, 0.8244040012359619, 0.9998544454574585)","(0.5746432542800903, 0.8917860984802246, -0.23083561658859253, 0.8203786611557007, 0.999627947807312)",38
"(0.47759079933166504, 0.5649532675743103, 0.12897509336471558, 0.9994382262229919, 0.9999997615814209)","(0.5198069214820862, 0.5465273857116699, -0.1291513890028, 0.9996135830879211, 0.9999996423721313)","(0.5615686178207397, 0.6753607988357544, 0.284103125333786, 0.7302045822143555, 0.9999960660934448)","(0.6205126643180847, 0.6336696147918701, -0.08048918098211288, 0.9524776935577393, 0.9999977350234985)","(0.623367190361023, 0.7798765897750854, 0.356518417596817, 0.8004683256149292, 0.999951958656311)","(0.6969192028045654, 0.7467556595802307, -0.10527469962835312, 0.879564106464386, 0.9999698400497437)","(0.6274320483207703, 0.8033727407455444, 0.35901182889938354, 0.8771663308143616, 0.9998175501823425)","(0.6999729871749878, 0.7774502038955688, -0.10875540226697922, 0.8679855465888977, 0.9999487400054932)",39
"(0.47389718890190125, 0.5622702240943909, 0.13040868937969208, 0.9994940161705017, 0.9999997615814209)","(0.517380952835083, 0.5384477972984314, -0.13068625330924988, 0.999652087688446, 0.9999997615814209)","(0.5578920245170593, 0.6729629039764404, 0.27408871054649353, 0.7562435269355774, 0.9999983310699463)","(0.617258608341217, 0.6299329400062561, -0.07251635193824768, 0.9572255611419678, 0.9999990463256836)","(0.6252927184104919, 0.7845174074172974, 0.35448789596557617, 0.8201087117195129, 0.9999698400497437)","(0.7073298692703247, 0.7479077577590942, -0.06020171567797661, 0.8916010856628418, 0.9999829530715942)","(0.6275004148483276, 0.805600106716156, 0.3571957051753998, 0.8891748785972595, 0.9998747110366821)","(0.7099001407623291, 0.7810070514678955, -0.06079293414950371, 0.881168782711029, 0.9999699592590332)",39
"(0.47719335556030273, 0.5600618720054626, 0.12121973186731339, 0.9995371699333191, 0.9999959468841553)","(0.5164344906806946, 0.5383466482162476, -0.12148422002792358, 0.9996814131736755, 0.999995231628418)","(0.561486005783081, 0.6679574847221375, 0.20055130124092102, 0.71840900182724, 0.9999439716339111)","(0.6133469343185425, 0.6075591444969177, 0.029581129550933838, 0.943706214427948, 0.9998922348022461)","(0.6221001148223877, 0.7846058011054993, 0.2301599532365799, 0.7931753396987915, 0.9996452331542969)","(0.6626686453819275, 0.6727657318115234, 0.1688746213912964, 0.8761254549026489, 0.9996160268783569)","(0.6220340132713318, 0.8051519989967346, 0.2301657348871231, 0.869094967842102, 0.9988210797309875)","(0.6652817726135254, 0.6912491917610168, 0.18393665552139282, 0.8766128420829773, 0.9997183680534363)",39
"(0.47518154978752136, 0.55084627866745, 0.12055382132530212, 0.999578058719635, 0.9999970197677612)","(0.5147934556007385, 0.5377267599105835, -0.1207839846611023, 0.9997053146362305, 0.999993085861206)","(0.5456426739692688, 0.6514090895652771, 0.23578345775604248, 0.7060472369194031, 0.9999809265136719)","(0.5794159173965454, 0.6144305467605591, 0.001240947749465704, 0.9344537854194641, 0.9999575614929199)","(0.592237651348114, 0.759663462638855, 0.317080557346344, 0.7940179705619812, 0.9998736381530762)","(0.5830897688865662, 0.6895707249641418, 0.1396455615758896, 0.8777144551277161, 0.9998323917388916)","(0.595292329788208, 0.7815062999725342, 0.31913068890571594, 0.8637710809707642, 0.9996011853218079)","(0.5777223110198975, 0.7136185169219971, 0.1507878601551056, 0.8684281706809998, 0.9998127818107605)",39
"(0.4743468463420868, 0.5310230255126953, 0.041504088789224625, 0.9996129274368286, 0.9999971389770508)","(0.5221561789512634, 0.5295228958129883, -0.04175465553998947, 0.9997185468673706, 0.9999923706054688)","(0.530238926410675, 0.6579692363739014, 0.13629315793514252, 0.7062675952911377, 0.9999793767929077)","(0.5774977803230286, 0.5746544003486633, 0.16151490807533264, 0.8615540862083435, 0.9999388456344604)","(0.5788356065750122, 0.7885389924049377, 0.14701040089130402, 0.7901848554611206, 0.9992572665214539)","(0.5387381315231323, 0.6367821097373962, 0.3865516483783722, 0.797954797744751, 0.9997941851615906)","(0.5805596709251404, 0.8131649494171143, 0.14563390612602234, 0.8661167621612549, 0.9972399473190308)","(0.5232546925544739, 0.6501496434211731, 0.4109145998954773, 0.803668737411499, 0.9998025298118591)",39
